Ave Lat	Max Lat	Min Lat	Cycle
64	64	64	68
64	64	64	72
64	64	64	78
65.96	78	64	83
66.28	78	64	86
66.22	79	64	90
66.6	79	64	95
67.08	86	64	99
68.13	87	64	103
68.54	92	64	106
67.62	89	64	111
66.83	89	64	115
68.44	93	64	120
69.05	88	64	123
67.94	93	64	127
70.21	103	64	131
67.59	89	64	135
68.71	92	64	139
68.8	101	64	143
69.46	105	64	147
68.41	94	64	151
68.84	94	64	155
68.05	100	64	159
68.03	100	64	163
70.27	99	64	166
68.34	95	64	171
69.84	98	64	175
69.09	102	64	178
69.49	112	64	182
68.22	94	64	186
69.21	106	64	190
69.77	109	64	195
70.14	116	64	199
68.65	103	64	202
67.48	96	64	206
70.07	120	64	210
70.06	129	64	215
70.08	104	64	219
68.14	92	64	223
68.21	108	64	227
69.75	112	64	231
67.58	97	64	234
69.28	104	64	238
69.51	107	64	242
68.33	114	64	246
68.64	95	64	249
69.43	99	64	253
68.97	120	64	257
68.34	107	64	261
68.97	108	64	265
68.04	104	64	270
69.14	121	64	273
68.71	90	64	278
67.35	102	64	281
68.57	93	64	285
69.44	99	64	288
68.29	92	64	292
67.6	90	64	297
67.91	99	64	300
69.34	97	64	304
68.45	106	64	307
68.35	101	64	311
70.37	102	64	315
69.55	93	64	320
68.23	110	64	323
68.35	111	64	326
68.67	111	64	330
69.7	117	64	334
68.82	118	64	338
68.91	91	64	342
68.13	122	64	345
70.02	98	64	349
67.77	105	64	352
69.39	110	64	356
69.49	107	64	360
69.46	110	64	364
67.68	100	64	368
69.61	119	64	372
68.36	92	64	375
69.31	103	64	379
69.95	113	64	383
69.05	99	64	386
70.17	107	64	391
68.97	97	64	394
70.48	108	64	398
68.95	91	64	402
67.93	116	64	405
70.02	113	64	409
70.34	120	64	413
69.75	109	64	417
69.33	102	64	421
68.08	109	64	425
68.48	134	64	429
69.45	96	64	433
68.7	106	64	437
68.52	121	64	441
68.29	102	64	445
70.19	102	64	449
67.49	91	64	452
68.91	98	64	456
69.03	90	64	460
68.46	100	64	464
68.8	114	64	467
68.95	102	64	471
67.91	96	64	475
69.55	112	64	479
69.47	116	64	483
68.64	112	64	486
68.77	106	64	490
68.61	107	64	494
69.33	121	64	498
70.09	101	64	502
69.89	109	64	506
68.56	93	64	510
69.86	126	64	514
69.42	99	64	518
70.31	107	64	522
68.91	99	64	526
68.94	112	64	530
68.57	103	64	535
68.29	100	64	539
69.06	101	64	543
67.81	125	64	546
68.76	118	64	550
68.58	94	64	554
67.78	102	64	558
70.21	138	64	562
69.02	100	64	566
68.35	101	64	570
69.84	107	64	574
69.85	128	64	578
68.68	104	64	582
69.26	105	64	586
70.7	102	64	590
69.58	142	64	593
68.39	99	64	597
69.47	106	64	601
68.56	113	64	605
69.99	145	64	609
69.39	102	64	613
67.57	99	64	616
68.99	108	64	620
68.67	121	64	625
70.54	109	64	629
68.93	104	64	633
68.39	122	64	637
68.38	107	64	640
69.88	108	64	645
69.53	110	64	649
69.77	134	64	653
69.27	112	64	656
69.33	103	64	660
68.08	101	64	664
69.99	97	64	668
68.68	97	64	672
68.98	114	64	676
69.21	107	64	680
69.22	98	64	684
67.55	96	64	688
69.4	120	64	692
69.29	96	64	696
68.17	96	64	700
68.6	108	64	705
70.29	131	64	709
66.68	97	64	713
69.18	111	64	717
67.43	101	64	722
70.5	126	64	725
68.15	94	64	729
68.54	124	64	733
68.7	101	64	738
69.68	108	64	741
69.21	103	64	744
69.25	135	64	748
68.4	103	64	753
71.07	101	64	757
71.19	107	64	760
70.26	114	64	765
68.17	106	64	769
69.46	101	64	773
68.37	113	64	775
68.33	109	64	779
69.74	125	64	783
70.03	109	64	788
70.1	116	64	791
70.02	121	64	795
67.67	114	64	799
68.64	107	64	803
70.82	122	64	807
68.84	119	64	810
68.14	121	64	814
70.24	101	64	818
70.46	112	64	823
68.87	113	64	826
70.06	104	64	831
69.11	106	64	835
69.57	113	64	838
70.75	126	64	843
68.64	119	64	847
68.65	97	64	851
71.45	119	64	855
69.22	125	64	859
66.91	95	64	863
68.53	109	64	867
71.94	120	64	871
69.04	104	64	876
68.42	91	64	879
70.79	106	64	884
69.75	130	64	887
69.35	104	64	891
70.21	92	64	895
69.23	105	64	900
70.78	144	64	904
69.26	101	64	908
70.64	102	64	912
68.21	115	64	916
70.98	157	64	920
68.68	97	64	924
68.93	116	64	927
70.15	108	64	932
69.9	171	64	935
69.07	99	64	939
69.75	103	64	943
69.59	107	64	946
70.49	115	64	950
69.5	104	64	955
70.39	109	64	959
67.96	103	64	962
68.63	113	64	966
70.18	115	64	970
69.37	116	64	974
67.79	95	64	977
68.01	97	64	981
69.34	111	64	985
70.7	99	64	989
68.9	112	64	993
68.85	110	64	997
70.33	107	64	1000
68.82	100	64	1004
69.96	103	64	1007
68.29	100	64	1011
69.59	109	64	1015
69.8	103	64	1018
68.81	102	64	1022
68.48	104	64	1026
68.44	93	64	1030
70.84	105	64	1034
69.36	100	64	1037
67.69	93	64	1041
69.05	99	64	1046
70.84	120	64	1050
68.24	108	64	1053
68.77	95	64	1057
68.54	106	64	1061
68.81	113	64	1064
78.68	118	64	1075
