Ave Lat	Max Lat	Min Lat	Cycle
47.63	59	44	64
61.2	86	44	93
77.99	101	44	116
94.21	123	50	141
109.06	142	58	168
126.22	162	87	190
140.19	174	101	220
158.41	202	111	240
172	222	118	268
188.37	229	144	290
202.4	242	137	317
217.76	269	159	340
234.49	283	165	366
249.24	312	176	394
265.72	319	192	415
279.08	330	212	444
299.22	348	231	465
313.09	376	243	493
329.87	391	251	516
344.09	418	266	541
359.27	433	293	568
378.53	460	313	590
392.46	473	321	620
412.09	497	332	640
423.96	526	348	668
443.02	533	368	690
455.63	541	377	717
473.3	548	384	740
488.89	576	411	766
505.95	591	421	794
524.8	612	429	815
539.36	625	441	844
559.34	646	447	865
570.29	672	463	893
589.93	686	476	916
602.97	708	502	941
621.11	723	523	968
638.29	747	534	990
653.56	760	553	1020
673.37	776	565	1040
686.42	805	589	1068
703.37	809	602	1090
715.54	827	610	1117
