Ave Lat	Max Lat	Min Lat	Cycle
48.24	59	44	63
65.03	84	50	92
83.48	101	60	113
101.15	127	72	140
118.59	142	87	163
135.03	160	99	189
153.79	177	120	214
172.37	200	140	238
189.98	221	155	268
207.65	235	176	288
224.35	257	188	316
242.8	275	204	338
260.24	298	214	365
277.12	311	231	389
295.37	338	243	414
313.67	347	257	444
331.07	370	278	463
346.97	388	295	492
367.19	412	318	513
384.06	436	326	540
402.19	451	354	563
421.01	478	368	589
437.25	492	393	614
456.83	503	406	638
472.89	524	413	668
493.9	550	439	688
509.69	574	452	716
529.84	586	476	738
547.43	606	487	765
565.32	619	510	789
582.4	639	510	814
600.37	654	530	844
620.01	673	553	863
636.33	687	568	892
657.14	713	582	913
673.81	735	589	940
693.31	753	614	963
711.63	774	624	989
731.78	789	651	1014
749.3	814	677	1038
767.1	829	691	1068
786.56	859	719	1088
802.95	873	732	1116
