Ave Lat	Max Lat	Min Lat	Cycle
44	44	44	48
44	44	44	52
44	44	44	58
45.96	58	44	63
46.28	58	44	66
46.22	59	44	70
46.6	59	44	75
47.08	66	44	79
48.13	67	44	83
48.54	72	44	86
47.62	69	44	91
47.18	69	44	95
48.41	73	44	99
48.97	68	44	103
49.43	74	44	108
48.48	83	44	112
47.86	67	44	116
49.78	72	44	120
48.96	81	44	124
48.97	85	44	128
48.76	78	44	131
49.13	80	44	135
49.53	91	44	140
48.72	93	44	143
49.71	93	44	147
49.65	77	44	150
48.65	80	44	155
50.35	104	44	159
49.3	80	44	162
48.5	89	44	166
49.01	86	44	169
48.83	109	44	174
50.66	87	44	178
48.32	88	44	182
48.13	73	44	186
47.85	75	44	190
49.96	98	44	195
49.68	96	44	199
47.82	67	44	203
48.19	80	44	206
48.99	83	44	211
48.46	89	44	215
49.43	80	44	219
48.33	83	44	222
49.14	88	44	226
46.82	73	44	230
49.04	96	44	234
50.5	82	44	238
48.92	81	44	242
47.97	84	44	246
49.57	110	44	250
50.64	89	44	254
49.35	92	44	258
47.91	77	44	262
48.31	83	44	265
49.66	97	44	270
48.74	98	44	273
48.14	75	44	278
48.18	82	44	281
51.08	110	44	285
49.7	89	44	288
49.19	108	44	292
50.17	85	44	296
49.01	91	44	300
49.96	101	44	304
50.49	107	44	308
48.26	98	44	311
49.03	85	44	315
50.52	105	44	319
50.06	113	44	323
50.19	109	44	327
49.21	83	44	330
48.6	91	44	333
49.35	113	44	337
47.49	69	44	341
52.24	102	44	345
48.48	74	44	349
47.16	90	44	352
49.9	87	44	356
48.33	109	44	359
50.36	99	44	363
49.98	87	44	367
50.35	79	44	370
48.72	75	44	374
49.88	100	44	378
51.48	91	44	382
49.27	93	44	386
48.58	85	44	390
48.69	112	44	394
51.65	91	44	398
49.09	98	44	402
48.88	77	44	406
50.59	119	44	410
50.97	106	44	413
48.53	86	44	418
48.78	83	44	421
49.99	128	44	426
50.58	120	44	429
48.81	95	44	433
48.5	84	44	437
49.7	83	44	440
52.36	127	44	444
49.68	91	44	448
48.91	84	44	453
47.94	95	44	456
52.67	119	44	460
48.9	87	44	464
48.97	95	44	467
49.34	102	44	471
49.36	85	44	475
50.18	95	44	478
49.55	96	44	483
48.3	81	44	486
49.36	92	44	490
50.66	91	44	494
49.72	91	44	499
48.93	73	44	502
50.48	95	44	507
48.9	81	44	511
48.79	80	44	515
50.02	87	44	519
50.34	98	44	523
51.59	90	44	527
48.28	88	44	531
48.54	93	44	534
50.28	107	44	538
49.54	87	44	542
50.02	84	44	547
48.27	88	44	550
50.36	107	44	554
49.37	86	44	558
48.73	87	44	562
49.93	89	44	566
50.82	103	44	569
48.56	109	44	573
47.57	72	44	577
47.73	84	44	581
49.91	83	44	584
48.73	99	44	588
48.54	72	44	592
48.72	84	44	597
50.04	87	44	601
48.75	110	44	605
49.36	80	44	609
48.72	81	44	613
49.52	102	44	617
49.67	95	44	622
50.95	95	44	625
47.44	80	44	629
49.8	93	44	633
48.54	78	44	637
51.16	101	44	640
48.53	86	44	644
50.98	104	44	649
47.94	85	44	651
49.88	85	44	656
48.24	82	44	660
50.58	112	44	664
48.82	85	44	669
48.57	92	44	672
48.93	80	44	677
49.44	106	44	680
48.35	74	44	684
49.11	96	44	688
48.64	83	44	693
49.58	97	44	697
47.82	70	44	701
49.08	98	44	705
48.16	81	44	709
47.93	104	44	714
47.46	73	44	717
48.71	98	44	721
47.12	82	44	725
48.31	83	44	729
48.42	79	44	733
49.52	98	44	736
47.62	77	44	740
48.04	70	44	743
50.46	97	44	748
47.92	80	44	751
50.09	83	44	755
49.62	77	44	759
48.98	108	44	763
48.75	80	44	767
49.43	96	44	771
47.93	76	44	774
48.52	72	44	778
49.51	80	44	783
51.45	88	44	787
47.47	73	44	790
47.38	74	44	794
49.07	74	44	797
51.1	87	44	802
48.93	81	44	806
47.66	75	44	810
48.93	83	44	814
48.78	90	44	817
50.66	89	44	821
48.77	81	44	824
49.75	82	44	829
49.91	81	44	833
49.36	96	44	837
48.79	88	44	842
48.58	83	44	845
49.19	83	44	850
49.15	90	44	854
47.73	79	44	858
48.84	83	44	862
48.25	85	44	866
48.92	82	44	870
47.94	89	44	874
48.87	81	44	878
47.66	93	44	882
48.99	83	44	886
47.49	91	44	890
49.05	93	44	894
48.81	97	44	899
49.9	86	44	903
47.95	85	44	907
49.44	91	44	911
49.58	95	44	915
48.16	87	44	919
48.38	98	44	923
49.31	76	44	927
49.73	93	44	931
47.96	91	44	935
47.96	94	44	938
48.89	76	44	942
49.82	88	44	946
48.9	101	44	950
49.77	109	44	954
49.1	78	44	958
50.14	91	44	962
47.88	101	44	966
49.68	122	44	969
48.25	80	44	973
48.82	90	44	977
47.9	73	44	980
49.05	134	44	984
49.38	80	44	988
50.52	105	44	992
49.68	80	44	995
49.61	126	44	999
48.17	75	44	1003
49.79	88	44	1007
48.66	88	44	1011
48.1	78	44	1014
51.35	116	44	1017
48.18	74	44	1022
50.85	101	44	1026
48.81	85	44	1029
48.92	115	44	1033
49.39	75	44	1037
51.43	103	44	1041
49.15	99	44	1044
57.55	109	44	1055
