Ave Lat	Max Lat	Min Lat	Cycle
90.73	144	44	144
130.23	177	46	189
156.53	207	70	219
173.74	236	93	250
193.09	268	80	281
197.22	296	89	307
219.63	325	102	333
229.41	323	97	360
250.17	354	146	390
262.23	358	103	418
265.18	420	123	442
288.91	394	166	474
302.47	409	172	498
316.92	454	165	526
312.47	418	150	552
343.3	451	207	582
361.29	489	203	607
363.35	488	170	631
378.16	512	223	661
390.86	580	178	690
412.09	576	246	715
424.06	577	284	743
426.15	582	226	767
449.32	556	275	795
452.51	619	263	825
462.06	595	282	851
488.4	632	331	875
497.96	703	342	902
491.09	653	297	925
524.72	685	326	951
529.81	674	381	977
552.74	689	327	1003
568.69	721	336	1027
580.22	748	411	1058
580.56	760	438	1083
591.76	750	411	1106
605.02	797	400	1135
620.28	783	458	1162
642.11	808	438	1192
633.06	845	422	1217
659.63	847	446	1245
678.54	885	481	1272
688.28	860	422	1298
711.23	925	454	1326
718.05	941	505	1348
741.81	936	464	1379
740.32	917	467	1405
744.68	897	550	1431
767.3	948	559	1458
771.35	930	506	1480
784.96	942	535	1509
808.15	996	565	1540
823.13	1077	636	1565
837.46	1066	576	1591
835.69	1031	585	1617
860.84	1055	564	1647
881.34	1091	615	1675
876.94	1065	615	1702
895.69	1123	626	1730
924	1083	621	1758
928.22	1101	702	1787
953.7	1132	800	1813
969.48	1180	656	1840
975.28	1176	748	1868
992.11	1233	696	1896
992.96	1196	729	1922
1009.75	1240	696	1952
1020.86	1249	745	1980
1030.66	1268	782	2006
1083.96	1298	874	2033
1091.69	1264	884	2059
1085.98	1334	879	2084
1110.8	1329	900	2110
1111.57	1368	833	2135
1119.8	1349	816	2163
1118	1303	799	2188
1140.68	1412	788	2213
1170.21	1403	957	2240
1171.33	1408	866	2266
1167.88	1340	839	2292
1198.87	1410	879	2320
1220.69	1439	970	2349
1219.61	1496	804	2372
1235.19	1509	927	2402
1223.35	1492	807	2428
1253.6	1491	975	2457
1273.34	1537	994	2485
1298.53	1538	872	2512
1302.7	1588	1020	2541
1325.72	1639	952	2568
1339.54	1643	945	2593
1343.54	1580	975	2619
1354.05	1574	1035	2645
1376.1	1654	990	2674
1391.36	1629	1029	2701
1418.96	1649	1042	2731
1398.3	1715	1061	2757
1420.09	1692	1152	2786
1449.99	1795	1265	2818
1468.23	1735	1145	2845
1462.85	1757	1152	2871
1487.5	1798	1195	2896
1491.93	1739	1214	2923
1497.05	1766	1190	2946
1536.58	1780	1110	2975
1533.33	1796	1164	3004
1554.93	1837	1155	3028
1562.23	1814	1245	3054
1600.85	1904	1244	3084
1580.77	1856	1139	3114
1607.45	1872	1165	3141
1602.26	1865	1285	3165
1653.35	1918	1254	3193
1650.99	1961	1299	3221
1657.62	1994	1223	3250
1668.5	1961	1283	3277
1648.84	1902	1239	3302
1680.3	2019	1276	3329
1711.32	1977	1283	3354
1710.61	1991	1296	3377
1731.85	2038	1416	3406
1729.04	1976	1359	3432
1757.07	2017	1456	3460
1770.62	2042	1409	3488
1771.88	2041	1365	3516
1807.76	2088	1417	3542
1817.04	2084	1392	3570
1812.08	2090	1458	3596
1831.04	2136	1448	3623
1860.52	2152	1476	3654
1844.63	2110	1449	3682
1877.81	2148	1477	3709
1898.32	2150	1439	3731
1868.14	2169	1471	3760
1927.74	2220	1463	3786
1929.9	2241	1485	3812
1939.05	2221	1547	3842
1926.34	2239	1447	3869
1989.11	2256	1563	3895
1962.02	2282	1549	3917
1996.09	2267	1683	3945
1994.5	2260	1551	3969
1995.22	2280	1506	3993
2023.2	2273	1557	4018
2019.68	2332	1513	4047
2032.04	2341	1539	4070
2049.85	2380	1635	4100
2082.94	2402	1639	4129
2091.59	2408	1778	4154
2095.71	2417	1647	4181
2117.71	2391	1570	4208
2136.9	2469	1610	4230
2131.03	2466	1652	4258
2138.79	2421	1613	4286
2183.67	2531	1714	4315
2177.8	2494	1670	4344
2181.95	2553	1629	4368
2200.34	2572	1679	4392
2210.98	2516	1746	4422
2227.69	2529	1711	4446
2247	2616	1873	4475
2220.45	2649	1745	4501
2243.94	2589	1779	4525
2299.42	2579	1830	4554
2273.55	2695	1756	4582
2289.43	2647	1746	4608
2329.98	2683	1764	4635
2321.49	2674	1779	4661
2333.87	2742	1789	4686
2378.15	2667	1891	4712
2373.65	2777	1910	4735
2394.37	2829	1844	4764
2398.85	2839	1858	4792
2400.94	2760	2058	4814
2409.46	2855	1867	4843
2433.94	2776	1956	4867
2462.14	2789	1953	4894
2445.23	2825	1954	4920
2458.54	2776	1990	4949
2487.02	2927	1948	4976
2504.79	2956	2081	5001
2487.55	2861	2083	5030
2498.62	2892	1971	5058
2552.32	2969	2019	5086
2539.22	2940	2012	5116
2566.33	2961	2023	5145
2592.35	2945	2217	5170
2564.7	3041	2038	5198
2595.76	2933	2153	5223
2619.4	3046	2129	5248
2634.09	2977	2115	5275
2633.99	3047	2231	5306
2635.79	3006	2220	5328
2671.9	3015	2169	5358
2686.14	3076	2250	5385
2703.93	3111	2226	5414
2689.9	3109	2139	5440
2721.13	3202	2226	5469
2706.41	3062	2156	5494
2757.08	3164	2151	5519
2778.44	3172	2339	5546
2756.73	3144	2375	5574
2776.28	3092	2256	5599
2783.46	3173	2392	5629
2792.91	3199	2282	5658
2804.84	3271	2327	5685
2822.92	3235	2298	5709
2846.57	3236	2316	5743
2876.4	3233	2344	5772
2885.33	3283	2491	5794
2859.27	3225	2415	5815
2901.06	3282	2480	5844
2864.94	3232	2370	5867
2921.95	3332	2469	5897
2935.51	3360	2516	5925
2941.3	3409	2441	5949
2951.49	3342	2565	5978
2966.59	3343	2517	6006
2976.62	3409	2516	6035
3014.55	3391	2557	6063
3008.18	3436	2532	6092
3079.84	3533	2563	6123
3046.5	3463	2523	6150
3061.91	3420	2632	6176
3083.71	3478	2591	6201
3092.83	3521	2651	6228
3052.67	3442	2641	6258
3112.43	3546	2616	6286
3148.98	3584	2623	6314
3118.68	3594	2619	6342
3152.81	3612	2766	6368
3133.65	3660	2630	6393
3183.78	3669	2708	6419
3194.78	3596	2699	6444
3177.77	3612	2710	6471
3191.76	3566	2778	6501
