Ave Lat	Max Lat	Min Lat	Cycle
128.51	184	64	185
200.56	241	167	245
249.23	287	183	296
293.12	336	226	344
334.61	388	270	396
377.14	428	317	444
416.91	467	350	489
455.31	515	383	537
497.79	565	421	582
537.39	598	459	632
577.57	649	508	678
616.9	691	549	728
658.22	719	577	772
702.62	781	616	825
738.89	822	659	874
787.68	891	705	925
829.1	920	736	976
874.51	970	798	1031
921.07	1025	840	1083
968.91	1067	862	1141
1012.79	1133	910	1197
1068.58	1183	966	1253
1111.48	1238	1002	1313
1171.11	1277	1046	1370
1223.44	1344	1098	1428
1269.28	1385	1146	1486
1322.23	1453	1188	1544
1361.89	1499	1238	1601
1419.15	1547	1279	1660
1469.36	1609	1326	1724
1532.42	1662	1393	1783
1579.01	1720	1430	1844
1624.66	1791	1479	1903
1683.47	1835	1512	1963
1726.27	1877	1557	2027
1791.02	1948	1613	2086
1837.38	1986	1664	2152
1888.09	2071	1716	2206
1944.81	2112	1746	2278
2006.18	2192	1767	2339
2046.24	2228	1810	2397
2097.16	2302	1871	2464
2161.84	2348	1917	2528
2224.76	2411	1985	2591
2274.4	2484	2019	2655
2328.37	2552	2066	2715
2385.89	2628	2116	2779
2457.36	2655	2155	2840
2493.55	2736	2189	2905
2534.94	2760	2234	2970
2605.64	2871	2264	3035
2656.66	2900	2313	3104
2717.13	2972	2363	3167
2772.17	3037	2428	3233
2841.05	3093	2476	3297
2891.81	3158	2531	3358
2925.44	3215	2575	3429
3029.88	3275	2631	3486
3057.6	3347	2683	3550
3129.25	3409	2724	3611
3156.64	3505	2788	3680
3214.29	3532	2818	3744
3296.95	3582	2869	3805
3332.12	3652	2917	3865
3402.08	3688	2960	3930
3410.43	3770	3001	3995
3513.49	3810	3056	4058
3542.39	3888	3106	4126
3633.11	3942	3156	4194
3666.27	4029	3200	4252
3698.35	4079	3218	4317
3777.2	4138	3287	4383
3846.92	4205	3325	4455
3917.62	4276	3367	4520
3970.71	4341	3425	4584
3970.07	4381	3474	4648
4082.27	4467	3531	4711
4144.74	4565	3561	4775
4195.4	4595	3617	4841
4203.68	4631	3656	4908
4282.79	4687	3713	4980
4344.34	4782	3756	5044
4432.64	4836	3811	5109
4465.94	4888	3872	5176
4519.52	5028	3910	5242
4583.6	5056	3967	5308
4668.24	5126	3996	5370
4702.01	5135	4041	5432
4741.56	5222	4105	5501
4802.42	5270	4165	5566
4898.47	5368	4216	5632
4920.83	5422	4251	5696
4958.75	5459	4301	5764
5042.11	5462	4354	5826
5108.07	5604	4403	5891
5213.48	5667	4455	5960
5156.97	5711	4512	6024
5238.21	5769	4524	6086
5364.07	5844	4587	6146
5373.2	5876	4617	6216
5438.34	6005	4677	6280
5497.57	6041	4733	6347
5522.89	6104	4775	6404
5605.33	6175	4808	6473
5655.36	6200	4867	6543
5763.84	6289	4929	6606
5752.2	6305	4984	6664
5814.62	6398	5029	6736
5878.43	6494	5085	6796
5920.58	6504	5122	6866
6030.72	6632	5163	6931
6029.38	6663	5220	6990
6116	6724	5259	7048
6176.53	6783	5309	7117
6189.73	6861	5372	7181
6245.97	6863	5427	7250
6389.4	6969	5472	7313
6345.29	7009	5532	7382
6477.99	7135	5585	7443
6502.61	7158	5637	7506
6530.61	7156	5681	7575
6632.67	7300	5739	7641
6710	7364	5759	7702
6688.24	7428	5784	7765
6822.42	7487	5851	7833
6889.77	7557	5896	7897
6941.96	7590	5952	7957
6918.9	7676	5995	8028
7044.9	7732	6050	8089
7062.53	7784	6093	8155
7121.97	7817	6147	8222
7192.2	7929	6200	8288
7190.09	8007	6250	8349
7342.5	8031	6305	8409
7354.15	8131	6326	8476
7455.42	8177	6383	8538
7425.85	8229	6422	8601
7535	8251	6495	8668
7614.62	8358	6528	8730
7637.76	8390	6592	8792
7703.44	8426	6633	8857
7759.68	8522	6709	8922
7805.55	8550	6751	8985
7847.92	8637	6794	9049
7937.9	8710	6841	9112
8004.2	8784	6901	9176
8015.99	8724	6942	9236
8122.86	8928	6995	9299
8094.63	8963	7028	9364
8209.2	9000	7088	9421
8273.65	9057	7118	9496
8282.13	9162	7167	9554
8378.22	9159	7200	9622
8367.66	9263	7253	9689
8462.46	9352	7298	9756
8575.23	9403	7338	9826
8607.74	9456	7398	9884
8611.45	9532	7447	9952
8741.18	9572	7520	10012
8731.98	9669	7553	10080
8802.73	9669	7600	10145
8961.14	9748	7684	10212
9078.38	9819	8133	10284
9266.76	9910	8217	10360
9436.79	9991	8769	10450
9553.89	10079	8904	10524
9748.52	10179	8967	10617
9945.64	10298	9379	10753
