Ave Lat	Max Lat	Min Lat	Cycle
95.69	137	44	142
136.67	172	67	180
165.48	212	75	214
191.87	234	125	245
211.09	273	149	276
234.68	281	165	301
249.25	310	167	334
270.98	340	192	363
290.94	365	191	390
302.47	373	179	414
325.76	395	233	444
339.28	422	225	473
358.59	438	227	495
373.22	431	230	521
385.82	453	292	546
410.15	488	318	574
422.48	490	296	599
439.84	521	292	625
464.25	542	382	656
476.72	545	376	678
486.7	599	343	704
513.46	596	397	729
523.84	608	376	756
543.5	634	415	780
561.99	643	451	811
573.84	663	485	836
594.33	701	510	862
610.56	703	506	889
621.42	751	501	916
654.93	739	539	945
665.14	779	534	971
680.85	792	573	998
690.84	802	568	1019
716.1	835	547	1049
721.07	828	569	1073
750.3	871	563	1105
767.33	927	589	1129
789.51	890	666	1161
813.8	926	655	1185
810.62	908	649	1213
833.89	965	687	1241
843.19	960	719	1265
879.09	991	731	1292
882.24	1000	729	1320
912.44	1030	765	1348
925.24	1092	737	1372
940.6	1072	809	1401
952.58	1066	809	1428
975.63	1084	840	1452
981.06	1133	836	1477
1000.91	1091	845	1507
1022.17	1149	879	1532
1032.16	1180	882	1556
1050.87	1191	882	1581
1067.22	1226	908	1609
1093.81	1236	905	1635
1095.5	1211	976	1664
1123.99	1285	968	1691
1144.88	1286	1015	1717
1166.18	1296	979	1744
1171.99	1274	997	1771
1186.01	1338	1017	1796
1207.94	1374	1024	1828
1221.79	1353	1066	1852
1249.31	1363	1109	1884
1272.69	1404	1070	1909
1286	1417	1131	1940
1309.99	1437	1099	1965
1322.35	1460	1136	1988
1333.13	1502	1092	2020
1356.41	1497	1236	2044
1374.47	1483	1262	2074
1397.19	1544	1221	2104
1396.9	1582	1189	2128
1433.03	1572	1239	2152
1441.46	1563	1204	2180
1466.59	1602	1307	2207
1480.49	1622	1317	2235
1499.81	1670	1327	2263
1509.68	1651	1280	2292
1533.36	1670	1341	2322
1552.09	1702	1345	2348
1558.61	1727	1389	2375
1588.27	1762	1343	2402
1592.41	1744	1335	2429
1628.82	1802	1473	2461
1640.24	1786	1434	2484
1650.09	1818	1433	2510
1680.42	1838	1429	2534
1692.53	1896	1465	2565
1702.35	1875	1412	2585
1722.66	1896	1508	2618
1731.3	1921	1487	2643
1758.85	1965	1434	2672
1766.41	1970	1532	2697
1795.88	1983	1482	2722
1827.19	1984	1641	2751
1832.42	1990	1613	2780
1845.69	2032	1595	2805
1855.23	2083	1581	2832
1869.53	2052	1616	2858
1896.28	2065	1639	2885
1913.22	2102	1668	2912
1939.14	2196	1663	2940
1945.91	2105	1704	2969
1946.95	2136	1714	2991
1994.75	2186	1763	3018
1995.55	2233	1723	3042
2009.72	2233	1733	3069
2022.42	2242	1812	3100
2035.4	2203	1775	3124
2081.45	2266	1825	3151
2074.9	2285	1855	3179
2111.51	2322	1790	3210
2108.42	2352	1864	3239
2149.67	2391	1843	3263
2154	2358	1917	3288
2176.19	2414	1996	3317
2203.67	2418	1910	3343
2184.14	2492	1890	3371
2210.04	2476	2021	3396
2245.21	2480	2029	3418
2261.19	2491	2032	3445
2262.41	2493	1959	3474
2314.37	2546	2116	3502
2308.38	2542	2001	3531
2320.28	2569	2055	3558
2334.31	2560	2091	3582
2358.43	2591	2090	3610
2378.53	2652	2063	3635
2410.35	2646	2202	3664
2405.89	2678	2174	3690
2441.56	2697	2126	3716
2434.42	2680	2125	3743
2474.43	2709	2240	3767
2474.37	2668	2130	3793
2491.85	2728	2255	3822
2525.52	2755	2264	3850
2528.68	2773	2256	3877
2531.03	2803	2201	3900
2544.42	2781	2262	3925
2572.71	2763	2265	3955
2596.02	2854	2406	3979
2608	2854	2302	4005
2615.85	2876	2325	4033
2638.82	2912	2356	4059
2661.41	2925	2450	4082
2667.06	2920	2376	4113
2688.51	2945	2362	4141
2717.9	2962	2444	4165
2720.43	2969	2463	4196
2731.41	3027	2426	4224
2773.75	2989	2459	4251
2787.73	2996	2534	4280
2808.48	3083	2508	4309
