Ave Lat	Max Lat	Min Lat	Cycle
64.14	71	64	82
66.38	79	64	101
67.9	91	64	117
68.65	106	64	134
68.8	108	64	148
70.04	117	64	162
70.89	109	64	178
68.63	105	64	192
69.38	102	64	208
69.57	117	64	223
69.18	101	64	239
67.99	105	64	253
69.15	98	64	268
68.48	91	64	284
67.86	91	64	300
67.74	92	64	317
68.51	95	64	333
68.36	91	64	350
68.47	100	64	367
68.66	112	64	384
68.75	113	64	397
68.85	99	64	412
69.57	111	64	428
68.34	111	64	443
68.8	111	64	459
68.23	101	64	476
69.09	107	64	491
70.21	105	64	507
69.56	119	64	523
69.48	127	64	538
69.95	140	64	554
71.46	153	64	571
69.26	113	64	588
68.67	125	64	604
68.67	100	64	619
69.48	104	64	635
68.9	103	64	650
68.47	95	64	667
67.64	102	64	684
68.5	113	64	700
68.29	108	64	716
69.63	112	64	731
69.39	122	64	747
69.38	128	64	763
70.23	103	64	779
70.29	107	64	793
70.39	113	64	809
69.48	123	64	824
69.5	105	64	842
70.11	120	64	857
69.42	126	64	873
68.13	92	64	890
68.22	101	64	906
68.17	110	64	922
68.96	116	64	937
69.89	97	64	952
69.4	103	64	966
69.68	98	64	981
69.47	99	64	998
70.73	99	64	1011
69.13	104	64	1026
69.12	106	64	1038
69.57	108	64	1054
69.67	109	64	1070
